,도시_번호,성별,생일
97,8,F,1991-10-22
98,125,M,1987-03-05
99,89,F,1990-08-22
100,19,M,1988-11-08
101,102,F,1992-12-05
102,67,F,1987-02-02
103,111,F,1993-03-24
104,19,F,1990-02-26
105,66,M,1986-08-22
106,103,F,1994-12-19
107,1,F,2004-08-17
108,6,F,1993-12-12
109,67,F,1983-05-02
110,4,F,1990-03-15
111,110,F,1994-02-26
112,17,F,1993-02-21
113,88,F,1991-08-31
114,77,F,1991-08-20
115,116,F,1994-09-05
116,89,F,1995-06-30
117,87,F,1995-06-11
118,115,F,1993-06-06
119,5,F,1992-06-06
120,66,F,1991-02-19
121,55,M,1989-05-22
122,117,F,1987-02-02
123,37,M,1982-11-11
124,55,M,1981-03-27
125,27,F,1992-02-12
126,95,F,1992-07-21
127,106,F,1992-08-18
128,46,F,1992-08-25
129,8,F,1995-11-20
130,99,M,1983-11-23
131,99,F,1993-12-22
132,17,M,1985-07-17
133,61,M,1986-01-13
134,10,F,1995-06-23
135,7,M,1986-07-07
136,82,F,1995-08-05
137,49,M,1983-05-19
138,71,F,1990-06-03
139,29,M,1984-03-13
140,48,M,1981-10-26
141,123,M,1986-01-17
142,97,M,1987-09-26
143,110,F,1990-10-03
144,70,M,1986-11-28
145,37,M,1986-11-28
146,58,M,2010-11-20
147,80,F,1990-10-02
148,57,M,1983-01-06
149,110,M,1986-06-15
150,68,M,1985-01-08
151,90,M,1987-12-12
152,46,M,1984-10-24
153,73,M,1990-12-02
154,66,M,1986-11-03
155,32,M,1988-11-23
156,113,M,1989-05-22
157,12,F,1989-05-07
158,100,M,1985-01-20
159,38,F,1989-04-28
160,58,F,1994-02-02
161,57,F,1991-01-22
162,14,M,1983-01-30
163,86,M,1989-05-22
164,98,M,1984-05-03
165,62,F,1991-02-24
166,114,M,1987-05-10
167,83,F,1991-02-19
168,92,M,1984-05-27
169,63,M,1984-12-14
170,52,M,1997-09-20
171,43,F,1991-06-04
172,123,F,1989-11-01
173,97,F,1992-08-25
174,48,F,1995-12-10
175,33,M,1984-05-03
176,3,M,1980-05-05
177,45,F,1993-01-15
178,115,F,1990-06-03
179,43,F,1992-08-18
180,115,M,1984-07-31
181,40,F,1992-12-31
182,39,F,1992-08-12
183,23,M,1985-02-23
184,57,M,1983-11-23
185,26,M,1983-05-19
186,95,M,1988-11-04
187,12,M,1987-05-29
188,9,F,1992-06-06
189,75,F,1990-10-03
190,20,F,1990-08-08
191,25,F,1991-06-18
192,90,F,2000-06-01
193,113,F,1983-10-15
194,43,M,1994-11-21
195,41,F,1989-04-28
196,69,F,1992-12-12
197,27,F,1994-10-27
198,6,M,1989-03-19
199,8,F,1992-08-01
200,63,M,1986-01-10
201,10,F,1992-02-28
202,72,M,1989-03-03
203,81,F,1992-12-05
204,31,F,1994-08-20
205,105,M,1984-03-06
206,105,M,1988-02-30
207,26,M,1987-11-25
208,99,M,1986-05-24
209,19,M,1986-08-22
210,67,F,1992-10-19
211,92,F,1992-04-04
212,26,F,1994-08-20
213,27,F,1987-04-09
214,24,M,1985-02-18
215,102,M,1988-07-19
216,45,M,1989-09-13
217,54,F,1993-09-23
218,41,F,1992-04-13
219,76,M,1988-08-30
220,73,F,1996-04-09
221,112,F,1991-08-30
222,104,M,1988-07-12
223,106,M,1984-03-15
224,45,F,1990-08-08
225,3,M,1990-03-15
226,23,M,1989-03-12
227,5,M,1984-02-14
228,83,F,1990-04-16
229,30,M,1984-11-04
230,93,M,1985-09-09
231,4,F,1992-04-23
232,93,M,1987-05-29
233,104,M,1986-07-29
234,70,F,1992-10-19
235,18,F,1990-05-21
236,37,M,1982-05-17
237,101,M,1987-11-25
238,46,F,1992-04-13
239,83,F,1990-08-24
240,101,M,1984-11-20
241,122,M,1988-08-30
242,39,F,1989-04-16
243,75,M,1984-10-07
244,57,F,1993-06-28
245,89,M,1988-11-18
246,11,F,1989-02-07
247,93,M,1989-09-13
248,78,M,1983-06-30
249,63,M,1989-03-17
250,87,M,1985-03-22
251,89,F,1989-11-23
252,105,F,1991-02-19
253,26,M,1983-06-30
254,40,F,1992-09-30
255,21,F,1993-02-21
256,90,F,1992-06-18
257,96,F,1990-02-02
258,108,F,1993-03-19
259,51,F,1991-06-27
260,92,M,1984-10-24
261,55,M,1997-09-20
262,121,M,1983-11-11
263,40,M,1984-09-14
264,32,M,1988-07-12
265,101,F,1989-09-25
266,48,F,1992-06-11
267,118,F,1983-10-15
268,62,F,1993-02-05
269,119,F,1992-04-22
270,65,M,1986-02-16
271,5,M,1983-01-27
272,116,M,1984-12-21
273,81,F,1991-08-08
274,66,M,1986-07-29
275,45,M,1986-05-07
276,98,F,1991-12-26
277,33,F,1990-12-29
278,75,F,1993-03-19
279,67,F,1989-05-07
280,90,M,1989-09-07
281,77,F,1990-04-16
282,10,M,1985-09-31
283,121,F,1990-10-05
284,4,F,1990-07-04
285,88,F,1993-02-18
286,83,F,1994-02-02
287,92,F,1995-06-30
288,123,M,1989-11-02
289,19,M,1981-07-24
290,108,F,1993-04-08
291,15,F,1989-04-14
292,27,F,1995-10-10
293,111,F,2000-06-01
294,45,F,1993-08-06
295,28,M,1988-10-19
296,18,M,1984-10-31
297,51,M,1986-08-22
298,34,M,1989-06-20
299,109,F,1990-07-21
300,102,F,1995-08-20
301,62,M,1985-09-09
302,90,F,1993-06-28
303,30,F,1993-12-28
304,124,M,1982-05-17
305,116,F,1991-02-19
306,109,M,1995-11-16
307,30,F,1992-10-01
308,43,M,1986-09-21
309,92,F,1990-12-14
310,45,M,1988-08-30
311,69,F,1992-12-31
312,3,M,1985-03-22
313,40,M,1986-11-28
314,18,F,1983-05-02
315,120,M,1988-07-12
316,71,F,1991-06-16
317,124,M,1988-08-10
318,83,M,1995-06-03
319,41,F,1992-04-28
320,104,F,1990-08-13
321,114,F,1991-02-24
322,2,F,1991-08-20
323,37,M,1989-03-19
324,44,F,1992-12-12
325,11,F,1995-07-30
326,104,F,2000-06-01
327,67,M,1986-02-16
328,30,F,1995-04-04
329,61,M,1990-05-15
330,82,F,2000-06-01
331,114,F,1992-07-23
332,6,M,1985-09-09
333,104,F,1992-06-18
334,51,F,1993-12-22
335,115,M,1987-05-10
336,3,F,1990-02-26
337,53,M,1984-07-07
338,108,F,1993-02-05
339,54,F,1993-02-14
340,83,F,1994-02-14
341,48,M,1981-10-26
342,110,F,1995-08-20
343,17,F,1995-10-14
344,9,M,1986-11-30
345,15,F,1995-11-20
346,71,M,1984-09-14
347,70,F,1994-06-30
348,68,M,1991-10-26
349,51,M,1984-11-04
350,68,F,1994-02-02
351,68,M,1983-11-23
352,60,M,1985-07-17
353,61,F,1992-10-19
354,42,F,1992-12-05
355,88,F,1990-11-13
356,16,F,1992-06-08
357,7,M,1986-05-07
358,86,M,1982-01-01
359,3,F,1993-06-01
360,87,M,1981-02-11
361,33,M,1985-05-14
362,98,M,1987-06-27
363,112,F,1991-04-04
364,63,F,1987-11-27
365,57,F,1991-06-15
366,62,F,1992-04-16
367,23,F,1992-04-23
368,60,F,1989-02-07
369,91,F,1995-12-04
370,73,M,1995-05-10
371,83,M,1983-01-06
372,60,F,1990-10-29
373,66,M,1984-07-07
374,121,F,1992-04-28
375,47,F,1992-12-05
376,89,M,1989-03-03
377,73,F,1992-12-05
378,83,F,1990-02-02
379,104,M,1984-03-20
380,4,F,1991-08-30
381,86,F,1995-06-30
382,4,F,1990-11-13
383,73,M,1984-01-29
384,34,F,1991-06-04
385,113,F,1990-10-03
386,118,F,1995-04-18
387,52,F,1992-08-18
388,71,F,1998-05-22
389,6,M,1984-09-09
390,111,F,1995-12-05
391,96,F,1995-04-06
392,67,M,1986-05-07
393,27,F,1991-08-10
394,86,M,1989-09-07
395,72,M,1988-03-07
396,74,M,1988-11-23
397,60,M,1984-03-06
398,83,M,1982-05-17
399,25,M,1982-05-17
400,113,F,1989-02-07
401,13,F,1991-01-03
402,21,F,1991-08-20
403,51,M,1984-10-07
404,8,M,1983-01-03
405,47,F,1990-08-22
406,44,M,1982-05-17
407,87,F,1991-08-20
408,64,M,1986-01-11
409,67,F,1993-03-19
410,78,M,1990-05-15
411,16,M,1983-09-28
412,41,M,1986-05-02
413,98,M,1985-09-30
414,105,M,1988-11-08
415,76,F,1992-10-01
416,7,F,1995-04-25
417,95,F,1990-05-26
418,110,M,1986-11-03
419,39,F,1994-10-27
420,63,F,2001-12-01
421,58,M,1988-10-19
422,86,F,1994-09-05
423,37,F,1995-08-17
424,19,M,1985-07-17
425,27,M,1984-10-31
426,37,M,1997-09-20
427,65,F,1992-08-01
428,56,F,1992-04-28
429,78,F,1990-07-16
430,6,F,1992-12-24
431,108,F,1987-04-09
432,58,M,1987-11-25
433,91,M,1983-05-12
434,25,F,1991-02-06
435,107,M,1995-05-10
436,13,F,1995-08-17
437,52,F,1991-10-03
438,56,M,1983-01-30
439,30,M,1985-07-21
440,47,F,1994-12-19
441,42,M,1984-07-07
442,100,F,1992-10-19
443,118,M,1984-09-11
444,37,F,1991-02-19
445,30,M,1988-03-03
446,57,F,1995-04-07
447,5,M,1985-09-31
448,75,M,1988-01-18
449,28,F,1990-10-29
450,23,M,1981-03-27
451,61,F,1993-02-05
452,105,M,1984-01-29
453,71,M,1986-01-25
454,44,F,1993-12-24
455,54,M,1986-11-30
456,35,M,1988-08-30
457,112,M,1985-02-04
458,24,M,1988-08-05
459,16,M,1985-11-27
460,59,M,1995-06-18
461,47,M,1985-11-27
462,69,M,1988-05-31
463,113,F,1991-02-14
464,36,F,1990-05-26
465,20,F,1993-12-22
466,28,F,1993-04-21
467,6,F,1993-06-01
468,90,F,1993-01-15
469,30,M,1989-11-02
470,58,F,1990-07-16
471,52,M,1984-08-17
472,16,F,1991-06-25
473,70,F,1990-10-02
474,28,M,1986-01-04
475,24,F,1986-08-13
476,12,M,1988-03-01
477,117,F,1990-08-22
478,50,F,1992-02-31
479,83,M,1988-08-05
480,18,F,1992-02-26
481,72,M,1986-08-22
482,94,F,1996-04-09
483,23,M,1988-07-12
484,12,M,1989-11-02
485,75,M,1986-05-09
486,74,F,2004-08-17
487,110,M,1981-03-27
488,124,M,1984-10-07
489,46,M,1986-07-07
490,67,M,1988-03-01
491,78,F,1995-12-10
492,11,M,1989-03-22
493,93,F,1990-11-13
494,55,F,1991-04-09
495,124,M,1986-09-02
496,21,F,1990-05-26
497,114,M,1985-07-02
498,9,M,1989-06-20
499,49,F,1980-05-15
500,35,M,1995-05-10
501,19,M,1990-10-30
502,121,M,1990-01-15
503,56,M,1985-09-30
504,88,F,1992-04-04
505,105,F,1991-08-08
506,123,M,1989-12-09
507,32,M,1995-05-10
508,96,M,1986-01-15
509,53,M,1986-01-13
510,78,M,1985-11-23
511,14,M,1988-07-19
512,97,F,1993-08-01
513,65,M,1986-04-20
514,92,M,1989-06-20
515,111,F,1991-12-09
516,48,M,1986-07-28
517,122,M,1985-01-01
518,41,M,1985-07-05
519,3,M,1984-12-21
520,101,F,1990-11-13
521,79,F,1982-05-25
522,2,M,1986-11-03
523,27,F,1992-08-18
524,103,F,1990-07-04
525,124,M,1986-09-08
526,10,F,1990-10-03
527,12,M,1988-05-31
528,36,M,1987-11-09
529,42,F,1992-04-28
530,27,M,1986-11-28
531,28,M,1986-01-04
532,71,M,1986-05-09
533,124,M,1986-04-06
534,2,M,1984-09-14
535,84,M,1984-09-09
536,97,M,1986-05-05
537,36,M,1985-07-02
538,114,M,1986-01-25
539,1,F,1991-02-24
540,67,M,1985-03-25
541,44,F,1993-02-05
542,26,M,1988-07-26
543,108,F,1991-11-11
544,119,F,1993-12-24
545,39,F,1992-08-18
546,101,F,2004-08-17
547,71,M,1985-07-17
548,98,F,1992-12-24
549,87,F,1992-07-21
550,87,F,1990-10-22
551,8,M,1988-01-18
552,77,M,1984-03-20
553,94,M,1987-11-25
554,64,F,1995-06-18
555,61,F,1992-12-05
556,81,F,1992-12-12
557,122,M,1985-01-20
558,106,F,1995-08-15
559,6,F,1991-02-06
560,56,F,1991-08-30
561,123,F,1990-04-16
562,103,M,1989-09-23
563,19,F,1990-12-29
564,67,M,1985-09-31
565,22,M,1989-05-22
566,96,F,1992-06-08
567,23,M,1986-09-18
568,6,M,1986-09-02
569,51,M,1984-11-15
570,55,M,1991-03-08
571,5,F,1989-05-07
572,59,F,1993-06-28
573,28,M,1986-01-04
574,15,M,1987-01-13
575,19,M,1987-04-13
576,96,M,1986-09-02
577,121,F,1993-04-25
578,21,F,1991-08-20
579,114,M,1987-07-14
580,100,F,1992-08-25
581,69,M,1988-08-10
582,95,M,1990-01-01
583,10,F,1992-04-16
584,18,F,1992-12-12
585,59,M,1986-01-13
586,41,M,1984-11-04
587,66,F,1987-11-27
588,56,F,1995-07-30
589,91,M,1987-07-14
590,100,F,1990-10-08
591,124,F,1995-08-05
592,55,M,1983-05-29
593,88,M,1989-09-07
594,100,M,2002-03-03
595,89,M,1989-11-02
596,59,M,1986-09-08
597,45,M,1991-10-26
598,94,F,1991-08-31
599,15,M,1984-02-14
600,31,M,1986-09-21
601,67,F,1992-02-12
602,97,M,1985-07-05
603,105,F,1991-06-25
604,117,F,2004-08-17
605,78,F,1989-10-20
606,88,F,1991-12-16
607,38,M,1983-01-30
608,68,F,1991-08-31
609,42,F,1996-04-09
610,41,F,1987-07-19
611,13,F,1992-04-28
612,14,F,1991-09-11
613,106,F,1991-04-11
614,2,M,1985-07-07
615,19,F,1991-09-11
616,89,M,1985-03-25
617,98,M,1983-11-23
618,66,F,1992-10-07
619,23,F,1993-07-09
620,22,M,1983-11-23
621,86,F,1990-04-16
622,70,M,1989-05-22
623,43,M,1990-05-15
624,57,F,1990-12-03
625,82,F,1990-08-13
626,66,F,1993-06-06
627,37,F,1994-02-02
628,34,F,1990-10-08
629,43,F,1991-06-20
630,104,F,1992-12-07
631,70,F,1993-06-06
632,70,F,1993-12-21
633,104,M,1989-03-03
634,42,M,1981-07-24
635,125,F,1990-02-26
636,113,M,1985-07-07
637,79,F,1991-06-16
638,3,M,1986-05-02
639,80,M,1986-09-16
640,68,F,1986-03-31
641,65,F,1990-04-16
642,86,M,1987-09-26
643,55,M,1986-01-13
644,18,F,1991-09-01
645,115,F,1992-07-23
646,43,F,1992-03-12
647,46,M,1989-05-22
648,6,M,1989-09-23
649,19,M,1983-09-01
650,19,F,1992-02-31
651,4,M,1981-10-26
652,36,F,1991-04-04
653,110,F,1992-08-29
654,84,M,1985-03-22
655,16,M,1984-09-11
656,89,M,1986-04-06
657,122,M,1986-09-04
658,42,M,1991-03-08
659,10,F,1991-09-06
660,37,M,1985-05-17
661,110,M,1985-03-22
662,36,M,1982-01-01
663,124,M,1986-02-16
664,38,M,1988-07-12
665,75,M,1985-05-14
666,85,F,1991-08-20
667,7,F,1994-08-20
668,72,F,1991-06-27
669,98,F,1987-02-02
670,27,F,1983-05-02
671,119,M,1988-11-01
672,80,F,1995-06-30
673,124,F,1991-04-09
674,118,M,1984-10-24
675,52,M,1983-08-17
676,49,F,1990-08-13
677,114,F,1995-04-28
678,13,M,1980-05-05
679,91,F,1991-08-20
680,20,M,1987-03-05
681,13,F,1989-10-20
682,109,M,1985-11-27
683,3,F,2000-06-01
684,103,M,1988-08-10
685,120,F,1986-04-04
686,48,M,1984-09-21
687,124,M,1985-05-17
688,96,F,1975-12-15
689,8,F,1990-05-26
690,109,M,1988-02-30
691,23,M,1983-11-11
692,26,M,1989-03-27
693,66,M,1990-01-01
694,74,M,1982-01-01
695,77,M,1990-10-30
696,4,F,1991-08-20
697,71,M,1986-01-17
698,87,M,1988-03-03
699,111,M,1992-11-30
700,45,M,1985-07-31
701,18,M,1985-05-21
702,27,M,1986-01-15
703,78,M,1989-07-31
704,72,M,1991-03-08
705,66,M,1988-07-12
706,93,F,1982-05-25
707,85,M,1986-06-15
708,33,M,1985-09-30
709,112,M,1984-11-04
710,90,F,1992-07-23
711,24,F,1989-02-07
712,28,F,1989-10-20
713,116,M,1984-10-31
714,66,F,1990-06-30
715,67,M,1990-05-15
716,63,F,1991-10-22
717,57,M,1982-05-17
718,7,F,1993-08-06
719,85,M,1984-04-01
720,48,F,1991-06-15
721,3,M,1988-03-03
722,98,M,1985-02-23
723,59,M,1986-01-10
724,54,M,1986-01-04
725,82,M,1988-08-10
726,87,F,1991-12-16
727,80,F,1992-12-12
728,19,M,1984-04-01
729,120,M,1984-10-31
730,78,F,1983-05-02
731,43,M,1986-09-21
732,85,M,1993-03-09
733,94,M,1986-04-20
734,6,F,1992-04-04
735,12,F,1995-04-06
736,52,F,1992-08-12
737,53,M,1988-07-09
738,86,F,1991-02-24
739,57,M,1986-01-17
740,22,M,1981-03-27
741,72,M,1995-06-03
742,22,M,1988-09-21
743,123,F,1990-12-03
744,42,F,1993-02-18
745,73,F,1990-10-22
746,87,M,1990-05-15
747,103,M,1985-07-11
748,48,M,1991-10-26
749,112,F,1995-08-17
750,70,M,1994-11-21
751,76,M,1985-03-22
752,53,M,1985-05-17
753,60,M,1986-07-29
754,77,M,1980-05-05
755,40,F,1993-06-01
756,77,F,1992-10-01
757,42,F,1993-06-01
758,32,F,1991-10-10
759,1,M,1995-11-16
760,60,M,1984-07-12
761,95,M,1985-03-25
762,3,F,1987-07-19
763,36,M,1985-07-11
764,48,F,1987-02-02
765,46,F,1993-02-14
766,111,M,1989-03-19
767,123,F,1991-08-10
768,85,F,1992-02-16
769,38,F,1990-06-10
770,63,M,1988-02-30
771,106,F,1993-06-06
772,33,F,1990-06-30
773,106,M,1986-07-29
774,51,M,1986-03-08
775,13,F,1992-09-30
776,93,M,1983-11-23
777,83,M,1990-03-15
778,93,F,1987-02-02
779,97,F,1995-07-30
780,96,M,1985-11-13
781,98,F,1992-02-26
782,58,F,1992-07-21
783,117,F,1994-11-22
784,3,M,1984-11-20
785,53,F,1986-04-04
786,62,F,1991-12-09
787,110,F,1991-02-19
788,53,F,1991-06-20
789,65,F,1995-04-07
790,45,F,1983-10-15
791,65,F,1993-03-24
792,57,F,1994-05-14
793,122,F,1986-04-04
794,16,F,1995-06-30
795,77,M,1986-07-07
796,4,F,1995-10-10
797,62,M,1986-08-22
798,29,F,1991-09-01
799,67,F,1994-09-05
800,22,M,1984-09-21
801,42,F,1993-02-11
802,40,M,1986-05-09
803,19,F,1993-03-19
804,123,F,1993-06-06
805,124,F,1994-08-20
806,27,F,1992-07-21
807,49,F,1998-05-22
808,15,F,1994-04-01
809,120,F,1995-04-07
810,91,M,1985-05-21
811,4,F,1995-04-07
812,85,F,1993-03-24
813,33,F,1991-04-04
814,25,F,1990-02-23
815,120,M,1986-05-05
816,3,F,1990-02-26
817,10,M,1984-12-21
818,58,M,1986-11-28
819,77,M,1985-01-01
820,120,F,1995-11-20
821,110,M,1984-03-06
822,78,F,1992-10-19
823,86,M,1986-01-04
824,70,F,1990-04-26
825,85,F,1992-06-06
826,35,F,1992-02-16
827,111,F,1992-08-29
828,56,M,1989-06-20
829,10,F,1995-04-18
830,40,F,1990-12-29
831,20,F,1991-12-09
832,81,F,1995-08-27
833,71,F,1991-12-16
834,36,M,1986-01-11
835,109,F,1992-10-01
836,62,F,1982-05-25
837,77,F,1994-12-19
838,82,F,1992-08-25
839,66,F,1990-10-22
840,23,M,1989-03-17
841,34,F,1986-03-31
842,31,F,1993-01-15
843,41,F,1992-08-25
844,99,M,2010-11-20
845,73,M,1986-05-09
846,102,M,1987-09-26
847,116,M,1983-08-24
848,103,F,1982-05-25
849,104,F,1993-04-21
850,13,F,1991-06-25
851,111,M,1983-01-06
852,16,F,1993-10-10
853,10,F,1991-08-31
854,24,F,1990-02-26
855,94,F,1990-05-21
856,23,F,1992-04-04
857,74,F,1992-02-31
858,52,F,1989-09-25
859,12,M,1985-09-31
860,95,M,1995-05-10
861,36,M,1984-03-06
862,50,M,1985-07-31
863,93,M,1986-09-02
864,108,F,1994-06-30
865,70,F,1993-12-28
866,92,F,1995-04-02
867,60,M,1984-03-20
868,52,F,1992-03-12
869,76,M,1983-09-01
870,4,M,1985-07-02
871,30,M,1984-09-14
872,48,F,1993-02-14
873,62,F,1993-08-06
874,38,M,1983-01-06
875,58,F,1995-01-10
876,34,F,1989-04-16
877,36,M,1990-03-15
878,74,M,1985-05-17
879,63,F,1991-12-02
880,32,F,1992-06-11
881,25,M,1986-06-15
882,25,F,1995-04-18
883,33,F,1995-04-02
884,114,F,1990-02-02
885,58,M,1995-05-10
886,49,M,1985-03-25
887,53,F,1994-10-31
888,55,F,1993-12-22
889,35,F,1995-12-04
890,15,F,1993-08-06
891,83,M,1986-01-15
892,45,M,1985-02-18
893,117,F,1992-06-11
894,112,M,1986-09-04
895,83,M,1995-11-16
896,74,F,1990-12-17
897,67,M,1988-10-19
898,64,M,1988-07-12
899,102,M,1997-09-20
900,20,M,1987-05-29
901,36,M,1985-05-17
902,118,M,2002-03-03
903,7,F,1992-06-18
904,79,M,1979-10-14
905,26,M,1985-11-13
906,118,F,1992-10-01
907,20,F,1983-05-02
908,49,F,1992-12-24
909,62,M,1985-07-02
910,27,M,1986-05-07
911,79,F,1987-02-02
912,26,M,1989-07-19
913,104,M,1985-11-13
914,62,F,1992-10-19
915,34,F,1992-08-12
916,81,M,1982-05-17
917,44,F,1992-12-07
918,111,F,1991-08-03
919,19,M,1989-07-04
920,25,F,1991-01-03
921,113,M,1982-05-17
922,6,F,1992-08-18
923,27,M,1988-07-26
924,101,F,1990-10-08
925,75,M,1986-01-13
926,1,M,1988-08-10
927,48,M,1990-01-15
928,54,M,1988-03-07
929,24,M,1984-10-31
930,46,M,1984-07-31
931,46,M,1985-01-20
932,34,M,1987-09-26
933,95,F,1995-06-23
934,2,F,1989-04-14
935,19,F,1989-02-07
936,125,F,1995-04-06
937,31,F,1990-02-23
938,12,M,1985-01-08
939,77,F,1992-02-31
940,45,M,1983-05-26
941,73,F,1982-05-25
942,83,M,1985-03-22
943,44,F,1992-08-01
944,20,M,1987-11-30
945,57,F,1991-01-03
946,98,M,1988-03-07
947,9,F,1991-02-14
948,124,F,1995-12-10
949,1,M,1994-11-21
950,13,F,1993-06-28
951,52,M,1985-01-01
952,50,M,1988-07-12
953,71,M,1986-01-11
954,86,M,2002-03-03
955,90,F,1990-12-14
956,118,F,1990-12-03
957,114,F,1992-06-08
958,99,M,1984-06-18
959,82,M,1984-05-03
960,28,F,1991-12-16
961,96,F,1993-04-21
962,87,M,1985-03-25
963,49,M,1986-04-06
964,100,M,1983-01-03
965,25,M,1985-01-01
966,88,M,1981-07-24
967,58,F,1991-02-19
968,14,M,1983-05-29
969,42,M,1995-05-10
970,88,M,1994-03-03
971,45,F,1994-02-26
972,25,F,1994-06-30
973,71,F,1993-08-01
974,15,M,1984-09-11
975,110,F,1991-06-18
976,2,M,1984-09-11
977,64,F,1990-02-02
978,3,M,1985-04-18
979,111,M,1987-05-29
980,74,F,1993-09-23
981,90,M,1987-11-25
982,21,F,1991-06-04
983,84,M,1987-01-13
984,121,F,1991-02-14
985,64,F,1989-02-07
986,90,M,1986-03-08
987,72,M,1982-05-17
988,44,M,1985-07-05
989,37,F,1995-08-05
990,45,F,1990-11-13
991,53,M,1985-03-27
992,19,F,1995-06-11
993,67,F,1992-06-11
994,99,M,1988-01-18
995,86,F,1990-12-14
996,78,M,1985-01-01
997,58,F,1993-04-21
998,28,F,1994-02-14
999,89,F,1990-05-15
1000,119,F,1994-04-01
1001,95,M,1986-01-10
1002,62,F,1995-06-23
1003,59,F,1992-12-05
1004,99,F,1992-04-23
1005,51,F,1993-02-05
1006,19,F,1995-06-11
1007,3,M,1985-01-01
1008,38,F,1991-09-11
1009,34,M,1984-05-27
1010,74,M,1995-05-10
1011,96,M,1990-05-15
1012,82,M,1983-08-24
1013,95,M,1994-11-21
1014,11,F,1993-12-12
1015,111,F,1992-12-05
1016,47,M,1992-11-30
1017,9,F,1995-07-30
1018,92,M,1988-03-03
1019,104,F,1992-12-12
1020,62,M,1985-07-17
1021,50,M,1986-01-11
1022,123,M,1990-03-15
1023,50,M,1984-07-31
1024,38,M,1984-08-17
1025,44,M,1986-01-13
1026,41,M,1987-06-27
1027,58,F,1992-04-13
1028,25,M,1986-05-05
1029,54,F,1991-10-03
1030,70,F,1994-02-14
1031,13,M,1988-07-19
1032,66,M,1986-09-21
1033,72,M,1984-03-20
1034,85,M,1983-11-23
1035,17,F,1990-10-29
1036,5,F,1990-05-21
1037,60,M,1989-09-13
1038,110,M,1986-08-22
1039,34,F,1987-04-09
1040,20,F,1993-04-21
1041,36,F,1993-06-01
1042,10,M,1986-01-13
1043,48,M,1986-01-10
1044,30,F,1975-12-15
1045,25,F,1995-03-10
1046,93,M,1980-05-05
1047,103,M,1987-09-26
1048,3,M,1982-11-11
1049,75,F,1995-01-10
1050,113,F,1994-08-08
1051,84,F,1993-02-05
1052,26,F,1991-04-11
1053,49,F,1990-08-13
1054,96,F,1989-09-25
1055,98,F,1992-12-12
1056,100,M,1994-11-21
1057,104,F,1991-02-24
1058,51,M,1984-03-06
1059,50,F,1992-10-19
1060,38,M,1987-03-24
1061,89,M,1988-11-11
1062,59,M,1995-11-16
1063,14,F,1986-04-04
1064,104,M,1986-01-13
1065,106,M,1983-11-11
1066,45,F,1994-06-30
1067,105,F,1993-08-06
1068,75,M,1986-01-10
1069,21,M,1984-09-21
